"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","OrderEx","mouseIndication","ProlificID","attentionCheck","attCheck2Choice","attCheck2Text","dominantHand","Gender","Age","comments","responses","test_part","user_agent","success","choice","x_cord","y_cord","time_cord","first_movement_time","trajectory","trial_num","Left_option","Right_option","key_press"
"1368.5","stim/Timtam_double_coat.jpg,stim/Reeses.jpg","","cta-radio","11","68348","0.0-10.1-0.1-1.1","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","trial","","","stim/Reeses.jpg","682,678,672,663,652,640,632,623,618,615,611,610,608,607,607,606,606,605,602,601,600,598,597,596,595,594,594,593,593,596,597,599,603,611,622,640,672,703,758,806,831,841,843,844,844,845,847,853,864,870,874,876,878,881,882,886","597,593,592,591,590,587,586,584,582,582,582,582,582,582,581,581,580,580,578,576,575,573,572,570,568,567,566,566,565,564,563,563,560,557,550,539,517,491,438,386,346,327,324,324,323,322,319,311,294,283,275,273,269,264,262,256","1680007067970,1680007067987,1680007068004,1680007068020,1680007068037,1680007068053,1680007068070,1680007068086,1680007068103,1680007068120,1680007068136,1680007068153,1680007068170,1680007068233,1680007068249,1680007068265,1680007068273,1680007068286,1680007068303,1680007068320,1680007068336,1680007068353,1680007068369,1680007068386,1680007068403,1680007068419,1680007068436,1680007068457,1680007068570,1680007068746,1680007068761,1680007068769,1680007068786,1680007068801,1680007068818,1680007068835,1680007068852,1680007068869,1680007068886,1680007068902,1680007068918,1680007068935,1680007068951,1680007069034,1680007069041,1680007069052,1680007069068,1680007069084,1680007069101,1680007069118,1680007069134,1680007069151,1680007069168,1680007069184,1680007069201,1680007069217","72428.1000000001","hidden","1","stim/Timtam_double_coat.jpg","stim/Reeses.jpg",""
"null","","","html-keyboard-response","12","68451","0.0-10.1-0.1-2.1","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","fixationMouse","","","","","","","","","","","","null"
"573","","0","html-button-response","13","69525","0.0-10.1-0.1-3.1","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
"927","You are now ready to begin the task.","0","html-button-response","14","70454","0.0-11.0","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","[object Object]","","","","","","","","","","","",""
"815","","0","html-button-response","15","71270","0.0-12.0","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
"2013.1999999997206","stim/Toblerone.jpg,stim/Snickers.jpg","","cta-radio","16","73284","0.0-13.0-0.0-1.0","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","trial","","","stim/Toblerone.jpg","657,657,657,657,657,657,656,654,651,649,646,642,632,602,566,526,492,467,460,455,454,451,449,445,441,430,428,421,412,412,415,417,419,420,420,423,424,432,439,443,452,461,470,473,471,468,463,461,458,454,449,445,441,439,439,445,478,576,650,693,714,717,716,712,693,655,608,537,440,374,349,347,349,350,351,353,354,359,364,369,373,375,380,381","612,611,610,609,608,607,604,600,595,589,583,576,562,518,458,394,326,279,264,255,249,244,238,232,227,216,214,208,202,201,201,202,202,202,203,203,203,203,202,202,201,200,199,199,199,199,199,199,199,198,198,197,196,196,195,195,195,195,193,189,188,188,188,189,189,191,191,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192","1680007072406,1680007072421,1680007072429,1680007072446,1680007072461,1680007072526,1680007072560,1680007072578,1680007072594,1680007072611,1680007072628,1680007072644,1680007072661,1680007072678,1680007072694,1680007072711,1680007072728,1680007072744,1680007072762,1680007072777,1680007072794,1680007072811,1680007072828,1680007072844,1680007072861,1680007072877,1680007072894,1680007072911,1680007072927,1680007072944,1680007072998,1680007073013,1680007073028,1680007073044,1680007073061,1680007073202,1680007073210,1680007073226,1680007073243,1680007073260,1680007073276,1680007073293,1680007073310,1680007073326,1680007073376,1680007073393,1680007073410,1680007073426,1680007073443,1680007073460,1680007073476,1680007073493,1680007073510,1680007073526,1680007073576,1680007073593,1680007073609,1680007073626,1680007073643,1680007073659,1680007073676,1680007073693,1680007073778,1680007073793,1680007073810,1680007073826,1680007073842,1680007073859,1680007073876,1680007073892,1680007073908,1680007073925,1680007073953,1680007073961,1680007073976,1680007074033,1680007074041,1680007074059,1680007074074,1680007074092,1680007074109,1680007074125,1680007074142,1680007074158","76863.70000000019","hidden","0","stim/Toblerone.jpg","stim/Snickers.jpg",""
"null","","","html-keyboard-response","17","73385","0.0-13.0-0.0-2.0","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","fixationMouse","","","","","","","","","","","","null"
"667","","0","html-button-response","18","74553","0.0-13.0-0.0-3.0","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
"2357.600000000093","stim/Snickers.jpg,stim/Kitkat.jpg","","cta-radio","19","76912","0.0-13.1-0.1-1.1","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","trial","","","stim/Kitkat.jpg","666,665,664,659,656,653,649,646,642,633,629,623,617,610,601,593,587,580,576,574,570,565,562,559,557,557,556,556,554,554,556,558,560,562,575,589,608,632,657,686,712,731,749,757,757,748,719,680,622,557,490,447,428,424,423,423,423,423,423,423,423,423,423,423,423,423,423,424,425,427,432,442,452,472,487,507,527,543,545,544,538,529,518,513,513,519,573,642,708,762,818,859,877,881,882","608,608,606,601,597,594,589,585,579,571,566,559,550,541,530,519,510,499,494,490,484,476,472,466,460,459,458,456,454,453,452,450,450,450,448,445,437,426,413,396,380,370,358,353,352,351,349,348,344,335,327,319,308,300,298,296,295,294,293,291,290,288,285,282,280,279,278,278,278,278,278,278,278,278,276,274,272,269,269,269,269,269,267,266,265,262,249,234,213,198,185,178,176,176,176","1680007075602,1680007075609,1680007075622,1680007075638,1680007075654,1680007075671,1680007075688,1680007075704,1680007075721,1680007075738,1680007075754,1680007075771,1680007075788,1680007075804,1680007075821,1680007075837,1680007075854,1680007075871,1680007075888,1680007075905,1680007075921,1680007075938,1680007075955,1680007075971,1680007075988,1680007076004,1680007076021,1680007076037,1680007076054,1680007076213,1680007076255,1680007076271,1680007076287,1680007076304,1680007076320,1680007076337,1680007076354,1680007076370,1680007076387,1680007076404,1680007076420,1680007076437,1680007076453,1680007076470,1680007076487,1680007076503,1680007076520,1680007076536,1680007076553,1680007076570,1680007076587,1680007076603,1680007076620,1680007076636,1680007076653,1680007076670,1680007076686,1680007076703,1680007076725,1680007076737,1680007076753,1680007076769,1680007076786,1680007076803,1680007076820,1680007076836,1680007076853,1680007077166,1680007077173,1680007077186,1680007077202,1680007077218,1680007077235,1680007077252,1680007077268,1680007077285,1680007077301,1680007077318,1680007077334,1680007077406,1680007077418,1680007077435,1680007077452,1680007077468,1680007077484,1680007077501,1680007077518,1680007077534,1680007077551,1680007077568,1680007077584,1680007077601,1680007077618,1680007077634,1680007077651","80059.6000000001","hidden","1","stim/Snickers.jpg","stim/Kitkat.jpg",""
"null","","","html-keyboard-response","20","77013","0.0-13.1-0.1-2.1","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","fixationMouse","","","","","","","","","","","","null"
"912","","0","html-button-response","21","78426","0.0-13.1-0.1-3.1","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
